,Unnamed: 0,time,latitude,longitude
147,147,737029.5583333332,-10.921996902425915,-37.051391407205344
148,148,737029.5597222222,-10.922090842950013,-37.05188180042637
149,149,737029.5611111111,-10.922271886609902,-37.05090345162672
150,150,737029.5625,-10.92275569397169,-37.05204708158936
151,151,737029.5638888888,-10.922457032374117,-37.051797491679984
152,152,737029.5652777776,-10.922027039772892,-37.051204236675595
153,153,737029.5666666668,-10.921393149733891,-37.05247736233364
154,154,737029.5680555556,-10.922393463074,-37.05099837147029
155,155,737029.5694444444,-10.923125902599924,-37.051868168693574
156,156,737029.5708333333,-10.921733838669047,-37.050936499589035
157,157,737029.5722222222,-10.921874749022535,-37.05122870271751
158,158,737029.5736111109,-10.922942311827132,-37.050718911870106
159,159,737029.575,-10.921984789945633,-37.05143557554352
160,160,737029.5763888889,-10.922512685983216,-37.05145504439592
161,161,737029.5777777778,-10.921644221141268,-37.051676556598785
162,162,737029.5791666666,-10.922178083487044,-37.05198401648499
163,163,737029.5805555554,-10.921276104068458,-37.051740704269946
164,164,737029.5819444443,-10.921365748710462,-37.05162225577785
165,165,737029.5833333333,-10.923268082534516,-37.0521369479394
166,166,737029.5847222222,-10.921439935230891,-37.051131247745815
167,167,737029.5861111111,-10.921811008781376,-37.050538087817785
168,168,737029.5874999998,-10.92239527569641,-37.05154698027479
169,169,737029.5888888887,-10.9223766383302,-37.05211638838567
170,170,737029.5902777779,-10.922953211658449,-37.051051791582154
171,171,737029.5916666667,-10.921803644368604,-37.050374336422266
172,172,737029.5930555555,-10.921561320834506,-37.05107911816837
173,173,737029.5944444444,-10.922295424464233,-37.051790720183696
174,174,737029.5958333333,-10.92237140792422,-37.05101109565352
175,175,737029.597222222,-10.921001158706286,-37.051653387354
176,176,737029.5986111109,-10.921159678455258,-37.05045025266807
177,177,737029.6,-10.92316219089494,-37.05167386428278
178,178,737029.6013888889,-10.921700529864895,-37.05045103097725
179,179,737029.6027777777,-10.922387309320042,-37.05151864622927
180,180,737029.6041666665,-10.921723558673664,-37.05105104381707
181,181,737029.6055555557,-10.922202859205845,-37.05061964238747
182,182,737029.6069444444,-10.923031503072153,-37.05158513794977
183,183,737029.6083333333,-10.921256616085193,-37.0517910226675
184,184,737029.6097222222,-10.921626428512097,-37.05148228890626
185,185,737029.6111111111,-10.922319540111511,-37.05125926857476
186,186,737029.6124999998,-10.92234831849749,-37.051227095923316
187,187,737029.6138888889,-10.922244992962721,-37.05170428806657
188,188,737029.6152777778,-10.922470092170458,-37.05221053023922
189,189,737029.6166666666,-10.922159292739408,-37.05218311340621
190,190,737029.6180555555,-10.92167939688798,-37.050855047357416
191,191,737029.6194444444,-10.922397161870196,-37.05088708996141
192,192,737029.6208333332,-10.922781235616343,-37.05220407990906
193,193,737029.6222222222,-10.922835361087772,-37.05205890606755
194,194,737029.6236111111,-10.921511230653632,-37.051660781898406
195,195,737029.625,-10.92226807707624,-37.05138759323928
196,196,737029.6263888888,-10.922397257685716,-37.051364258376296
197,197,737029.6277777776,-10.923030471443644,-37.050858378896436
198,198,737029.6291666668,-10.922506764164364,-37.05175382033913
199,199,737029.6305555556,-10.921973128236468,-37.05152172744347
200,200,737029.6319444444,-10.921776880184277,-37.05149875486417
201,201,737029.6333333333,-10.921925010778473,-37.05152059413825
202,202,737029.6347222222,-10.922398500907054,-37.05240843360081
203,203,737029.6361111109,-10.922295593860634,-37.051498906255034
204,204,737029.6375,-10.922498334603867,-37.05203036428561
205,205,737029.6388888889,-10.921774053851644,-37.05143287904675
206,206,737029.6402777778,-10.922653383556383,-37.051901336507825
207,207,737029.6416666666,-10.922372126862323,-37.051064050462045
208,208,737029.6430555554,-10.923032575648103,-37.05111057653224
209,209,737029.6444444443,-10.922853746120436,-37.05228106380361
210,210,737029.6458333333,-10.921746979123967,-37.05134595031927
211,211,737029.6472222222,-10.92162145676084,-37.051180438789736
212,212,737029.6486111111,-10.922568591357141,-37.05106724766311
213,213,737029.6499999998,-10.922452951439524,-37.05195484555282
214,214,737029.6513888887,-10.922058522589904,-37.051372626651826
215,215,737029.6527777779,-10.922501129165113,-37.05190004617968
216,216,737029.6541666667,-10.922355505409252,-37.05131495378903
217,217,737029.6555555555,-10.921733317377436,-37.051513273080104
218,218,737029.6569444444,-10.922262877050393,-37.05138196079282
219,219,737029.6583333333,-10.922290988432417,-37.050960986084476
220,220,737029.659722222,-10.922445975694439,-37.05189443489784
221,221,737029.6611111109,-10.922599077292569,-37.05228653080007
222,222,737029.6625,-10.921997696539753,-37.051422489950845
223,223,737029.6638888889,-10.921963743024161,-37.0508647970684
224,224,737029.6652777777,-10.921847672431722,-37.051163495220564
225,225,737029.6666666665,-10.922277243329988,-37.05070585047481
226,226,737029.6680555557,-10.921755036319974,-37.05158410904004
227,227,737029.6694444444,-10.922038121131397,-37.05132946489957
228,228,737029.6708333333,-10.922639819886381,-37.05227897434267
229,229,737029.6722222222,-10.923011032790363,-37.05111232636376
230,230,737029.6736111111,-10.923318593547418,-37.05120731039415
231,231,737029.6749999998,-10.922702657548543,-37.051355512750646
232,232,737029.6763888889,-10.921975194762288,-37.05094135363488
233,233,737029.6777777778,-10.921652133160729,-37.05180427481836
234,234,737029.6791666666,-10.922699439851101,-37.05092110578549
235,235,737029.6805555555,-10.922559968716008,-37.05186372074451
236,236,737029.6819444444,-10.922186232447707,-37.051364804814355
237,237,737029.6833333332,-10.92190614800774,-37.05142189892509
238,238,737029.6847222222,-10.922523098877845,-37.05171674190072
239,239,737029.6861111111,-10.922610596600801,-37.051127156649706
240,240,737029.6875,-10.921913283802533,-37.050779853619076
241,241,737029.6888888888,-10.922785254908009,-37.05243744485008
242,242,737029.6902777776,-10.921321177054892,-37.051823052511224
243,243,737029.6916666668,-10.922242045294864,-37.05197334050229
244,244,737029.6930555556,-10.923445077023857,-37.05191549595357
245,245,737029.6944444444,-10.922151518810255,-37.05232830591716
246,246,737029.6958333333,-10.922848707407095,-37.050825385944265
247,247,737029.6972222222,-10.923781583169033,-37.05206265454983
248,248,737029.6986111109,-10.921536209761832,-37.05141463986318
249,249,737029.7,-10.922887099349373,-37.05098958811158
250,250,737029.7013888889,-10.922689380938603,-37.05157575341435
251,251,737029.7027777778,-10.922901093226073,-37.051471372599394
252,252,737029.7041666666,-10.922018564466029,-37.05140274914595
253,253,737029.7055555554,-10.922494619616304,-37.05110457127578
254,254,737029.7069444443,-10.92188761838689,-37.051179315103866
255,255,737029.7083333333,-10.921759515770635,-37.05143294229264
256,256,737029.7097222222,-10.922606055107131,-37.05291495267396
257,257,737029.7111111111,-10.920783901324377,-37.05145363086218
258,258,737029.7125,-10.922575382984332,-37.052242693437634
259,259,737029.7138888887,-10.922506005446836,-37.05226401009914
260,260,737029.7152777779,-10.922452838968669,-37.05066881990216
261,261,737029.7166666667,-10.922579792513403,-37.05142847527702
262,262,737029.7180555555,-10.922949902277074,-37.05044967682512
263,263,737029.7194444444,-10.92332046775205,-37.051987923959324
264,264,737029.7208333333,-10.922184803651334,-37.0514945176009
265,265,737029.722222222,-10.923092482324266,-37.05181783457964
266,266,737029.7236111109,-10.922379717054243,-37.05141214696109
267,267,737029.725,-10.922328136702754,-37.051026812523865
268,268,737029.7263888889,-10.921943355254015,-37.05102436346708
269,269,737029.7277777777,-10.921826819796953,-37.0518792285733
270,270,737029.7291666665,-10.922346942065802,-37.051682987764565
271,271,737029.7305555557,-10.921700962116267,-37.052159770121655
272,272,737029.7319444444,-10.922509211766544,-37.05166466846949
273,273,737029.7333333333,-10.921928874535476,-37.051887472852954
274,274,737029.7347222222,-10.922403164770527,-37.05126527235564
275,275,737029.7361111111,-10.922584430530556,-37.052304217375344
276,276,737029.7374999998,-10.922869827708505,-37.051323288556674
277,277,737029.7388888889,-10.921737897018986,-37.05158536024193
278,278,737029.7402777778,-10.92252948691134,-37.0508666986816
279,279,737029.7416666666,-10.922734814671765,-37.05140728760863
280,280,737029.7430555555,-10.921445124394305,-37.05132063138996
281,281,737029.7444444444,-10.921496605323627,-37.052435587066014
282,282,737029.7458333332,-10.923008140129886,-37.051354640696175
283,283,737029.7472222222,-10.922547930386374,-37.05191571031729
284,284,737029.7486111111,-10.922523092327948,-37.05165776380632
285,285,737029.75,-10.922043573909102,-37.05124578031682
286,286,737029.7513888888,-10.921881778829329,-37.05065377286528
287,287,737029.7527777776,-10.922047728753206,-37.05144009092364
288,288,737029.7541666668,-10.922806519892989,-37.05213789970805
289,289,737029.7555555556,-10.922866614389848,-37.051147275799664
290,290,737029.7569444444,-10.92250674990746,-37.05184643793272
291,291,737029.7583333333,-10.923053686981499,-37.05172373356811
292,292,737029.7597222222,-10.922189919667392,-37.051415392901475
293,293,737029.7611111109,-10.92276696091574,-37.050830099676254
294,294,737029.7625,-10.92236637171329,-37.05151426149257
295,295,737029.7638888889,-10.922392868512432,-37.0509756192429
296,296,737029.7652777778,-10.922432581591403,-37.052019675896865
297,297,737029.7666666666,-10.922503153410327,-37.05117380346311
298,298,737029.7680555554,-10.92259545132368,-37.05101329794189
299,299,737029.7694444443,-10.921871637026555,-37.051742452931364
300,300,737029.7708333333,-10.922710175195922,-37.051492220057604
301,301,737029.7722222222,-10.922992732846382,-37.051381731457006
302,302,737029.7736111111,-10.92225530943812,-37.05183463478455
303,303,737029.775,-10.921826011093689,-37.05104218067411
304,304,737029.7763888887,-10.922591550804148,-37.0512835140146
305,305,737029.7777777779,-10.921687934407695,-37.05105903171919
306,306,737029.7791666667,-10.921964994500515,-37.05109402705847
307,307,737029.7805555555,-10.92233270648099,-37.05128696761661
308,308,737029.7819444444,-10.922573107628377,-37.05137521509553
309,309,737029.7833333333,-10.922100164993576,-37.0519232518399
310,310,737029.784722222,-10.921254107389126,-37.05184003150547
311,311,737029.7861111109,-10.922054281149522,-37.050655922713865
312,312,737029.7875,-10.923126646714426,-37.051492183055885
313,313,737029.7888888889,-10.922789547578533,-37.05112857089244
314,314,737029.7902777777,-10.921815564131453,-37.05250142101685
315,315,737029.7916666665,-10.92291001933535,-37.051281231868906
316,316,737029.7930555557,-10.921903958133402,-37.05165193756022
317,317,737029.7944444444,-10.92308207746106,-37.05151071025942
318,318,737029.7958333333,-10.922318972862817,-37.051459208142205
319,319,737029.7972222222,-10.922398354212179,-37.05188281373534
320,320,737029.7986111111,-10.921622822427382,-37.05223741775376
321,321,737029.7999999998,-10.923159977870906,-37.05141417939677
322,322,737029.8013888889,-10.922404281202422,-37.05213442200293
323,323,737029.8027777778,-10.92195669909865,-37.05138941250258
324,324,737029.8041666666,-10.92298142005594,-37.05093597124481
325,325,737029.8055555555,-10.922718261092394,-37.05062038423481
326,326,737029.8069444444,-10.922129823336203,-37.05124881269042
327,327,737029.8083333332,-10.922315708603804,-37.051679965566
328,328,737029.8097222222,-10.922259567788977,-37.05136776183225
329,329,737029.8111111111,-10.921891467374449,-37.051860875136406
330,330,737029.8125,-10.922308773014448,-37.05144165680789
331,331,737029.8138888888,-10.921482505287807,-37.05200636079781
332,332,737029.8152777776,-10.92272289104288,-37.05204546297618
333,333,737029.8166666668,-10.922181360614436,-37.05051380427785
334,334,737029.8180555556,-10.922033123298373,-37.05128797853518
335,335,737029.8194444444,-10.922637303699211,-37.0516635104594
336,336,737029.8208333333,-10.922094311231623,-37.051935558278224
337,337,737029.8222222222,-10.922453489799564,-37.05101440964569
338,338,737029.8236111109,-10.922360810067847,-37.0520293977484
339,339,737029.825,-10.922341385856877,-37.05187047109961
340,340,737029.8263888889,-10.922264600474408,-37.05142489542322
341,341,737029.8277777778,-10.922445174819048,-37.051225312079026
342,342,737029.8291666666,-10.924068937684076,-37.05178429325127
343,343,737029.8305555554,-10.922939055295915,-37.051623595583784
344,344,737029.8319444443,-10.923001990393583,-37.052240858961184
345,345,737029.8333333333,-10.922452187664211,-37.05136698218434
346,346,737029.8347222222,-10.921848469154623,-37.05119813300057
347,347,737029.8361111111,-10.921787394199256,-37.051775516362596
348,348,737029.8375,-10.921944536614854,-37.051383828023845
349,349,737029.8388888887,-10.923218335291343,-37.051143950340474
350,350,737029.8402777779,-10.92310097664248,-37.051711404450714
351,351,737029.8416666667,-10.922452885626443,-37.05150192368032
352,352,737029.8430555555,-10.922554142464287,-37.05158599019634
353,353,737029.8444444444,-10.923266026076643,-37.05174286983152
354,354,737029.8458333333,-10.92199902756473,-37.052244285705
355,355,737029.847222222,-10.92239791579584,-37.05135420371635
356,356,737029.8486111109,-10.922846782387571,-37.052119565277295
357,357,737029.85,-10.922141564494133,-37.05054500125949
358,358,737029.8513888889,-10.922763972942109,-37.050970498458916
359,359,737029.8527777777,-10.92128503638796,-37.05193171817196
360,360,737029.8541666665,-10.922271842594776,-37.05091991951568
361,361,737029.8555555557,-10.922917405714994,-37.05064308672125
362,362,737029.8569444444,-10.923024833484734,-37.050413133983895
363,363,737029.8583333333,-10.922013114266518,-37.050851695927726
364,364,737029.8597222222,-10.92343845869038,-37.05142362158104
365,365,737029.8611111111,-10.922994161304764,-37.05026311303462
366,366,737029.8624999998,-10.923525997948364,-37.049347581580854
367,367,737029.8638888889,-10.92361477818571,-37.048227135589286
368,368,737029.8652777778,-10.923173555024693,-37.046405809685155
369,369,737029.8666666666,-10.923934489023075,-37.04530686622656
370,370,737029.8680555555,-10.924382700780237,-37.04412308928072
371,371,737029.8694444444,-10.924232491547231,-37.04470333375311
372,372,737029.8708333332,-10.925131729323606,-37.043856983323174
373,373,737029.8722222222,-10.926367468696883,-37.04491795220593
374,374,737029.8736111111,-10.92581213906402,-37.04383547263766
375,375,737029.875,-10.925746344740766,-37.04360260694563
376,376,737029.8763888888,-10.925777615484892,-37.04402251973001
377,377,737029.8777777776,-10.927505031292142,-37.04234652062463
378,378,737029.8791666668,-10.927254037749915,-37.04309095942378
379,379,737029.8805555556,-10.928163854904533,-37.04388623387277
380,380,737029.8819444444,-10.929353573674494,-37.04483703695377
381,381,737029.8833333333,-10.928782959652256,-37.04444244185168
382,382,737029.8847222222,-10.929129242110074,-37.04503067279168
383,383,737029.8861111109,-10.930222820427618,-37.04579947327669
384,384,737029.8875,-10.930171313765669,-37.046433626641225
385,385,737029.8888888889,-10.929949699276412,-37.045541728672376
386,386,737029.8902777778,-10.930808158853461,-37.04545012769771
387,387,737029.8916666666,-10.930611454327387,-37.04679081997838
388,388,737029.8930555554,-10.930841190278064,-37.047248929064104
389,389,737029.8944444443,-10.93126355836345,-37.04736708629376
390,390,737029.8958333333,-10.930885305746978,-37.0478974262447
391,391,737029.8972222222,-10.932707628997397,-37.049620695974
392,392,737029.8986111111,-10.933698637723555,-37.05089186597193
393,393,737029.9,-10.934122134199683,-37.04992649921417
394,394,737029.9013888887,-10.934226931085384,-37.0490113007139
395,395,737029.9027777779,-10.934168216914212,-37.050065689033815
396,396,737029.9041666667,-10.934815222768906,-37.049471080674856
397,397,737029.9055555555,-10.934551256740788,-37.05030112485647
398,398,737029.9069444444,-10.936362523892072,-37.05088131233704
399,399,737029.9083333333,-10.937019409755962,-37.050044458004265
400,400,737029.9097222221,-10.936549323006387,-37.051056180549686
401,401,737029.9111111109,-10.939015001266208,-37.05189661869584
402,402,737029.9125,-10.939962933962407,-37.05031199799351
403,403,737029.9138888889,-10.940137448340336,-37.05128481301062
404,404,737029.9152777777,-10.939716146859508,-37.05083648307148
405,405,737029.9166666665,-10.94124964901731,-37.051467867818005
406,406,737029.9180555557,-10.940547449814252,-37.051726727014135
407,407,737029.9194444444,-10.941840623518207,-37.05004795354385
408,408,737029.9208333333,-10.942223210435056,-37.04750331276463
409,409,737029.9222222222,-10.944190998352463,-37.04848667259471
410,410,737029.9236111111,-10.944435490581231,-37.04634227187532
411,411,737029.9249999998,-10.945005793649745,-37.046419658170095
412,412,737029.9263888889,-10.944939345393989,-37.04611449411927
413,413,737029.9277777778,-10.949080604948193,-37.04570012075148
414,414,737029.9291666666,-10.95194302160975,-37.045433168981035
415,415,737029.9305555555,-10.953115778009037,-37.045328762582734
416,416,737029.9319444444,-10.954958753526563,-37.04557208673169
417,417,737029.9333333332,-10.957308416504484,-37.04557213993126
418,418,737029.9347222222,-10.960342636232006,-37.04361407730892
419,419,737029.9361111111,-10.963271981143377,-37.04236622314267
420,420,737029.9375,-10.965874067187569,-37.041853252735336
421,421,737029.9388888888,-10.967662313355577,-37.04393127761525
422,422,737029.9402777776,-10.968102435883385,-37.04415391871614
423,423,737029.9416666668,-10.967574664110286,-37.04401237814966
424,424,737029.9430555556,-10.967601318455811,-37.04511903603467
425,425,737029.9444444444,-10.970537549836788,-37.04494067643517
426,426,737029.9458333333,-10.972085695131906,-37.04553723477661
427,427,737029.9472222222,-10.972742956102005,-37.04617737755521
428,428,737029.9486111109,-10.974357073042441,-37.046098879431035
429,429,737029.95,-10.97632339033191,-37.04650035288722
430,430,737029.9513888889,-10.975919154720104,-37.04664180741856
431,431,737029.9527777778,-10.975773774458801,-37.04715838265007
432,432,737029.9541666666,-10.97549594960049,-37.04795016420247
433,433,737029.9555555554,-10.97585590497801,-37.0466312106831
434,434,737029.9569444443,-10.975265240576089,-37.04578800117317
435,435,737029.9583333333,-10.974156534157645,-37.04626845993679
436,436,737029.9597222222,-10.972591703326588,-37.04660124667522
437,437,737029.9611111111,-10.97193211553812,-37.045688277943576
438,438,737029.9625,-10.969777423886166,-37.04457550141159
439,439,737029.9638888887,-10.968361679761855,-37.044917376261566
440,440,737029.9652777779,-10.967130832737178,-37.0441402142451
441,441,737029.9666666667,-10.967340045093785,-37.043468725734016
442,442,737029.9680555555,-10.96835068321013,-37.04267236121236
443,443,737029.9694444444,-10.9659850053935,-37.042614085664894
444,444,737029.9708333333,-10.961786348525784,-37.04260256497889
445,445,737029.9722222221,-10.959216810281468,-37.04513246396029
446,446,737029.9736111109,-10.95646020806383,-37.04630369425684
447,447,737029.975,-10.954874135097,-37.0469989491011
448,448,737029.9763888889,-10.95418287970555,-37.04525559780085
449,449,737029.9777777777,-10.950708301339665,-37.04518933022025
450,450,737029.9791666665,-10.948730158028123,-37.04573258031859
451,451,737029.9805555557,-10.945700779859457,-37.04631457053553
452,452,737029.9819444444,-10.943891829959949,-37.04720154014907
453,453,737029.9833333333,-10.943512134481061,-37.047424137376744
454,454,737029.9847222222,-10.943424218718436,-37.04634712597977
455,455,737029.9861111111,-10.94279140682191,-37.048583226544935
456,456,737029.9874999998,-10.940324866841014,-37.049856080276754
457,457,737029.9888888889,-10.939286754065783,-37.051268135875794
458,458,737029.9902777778,-10.94071465377107,-37.051192115537354
459,459,737029.9916666666,-10.940889301985937,-37.051224821349685
460,460,737029.9930555555,-10.939089421416293,-37.05148964222784
461,461,737029.9944444444,-10.94042991145211,-37.05122837521892
462,462,737029.9958333332,-10.937923891012046,-37.05190471626664
463,463,737029.9972222222,-10.936636880885189,-37.050675994229046
464,464,737029.9986111111,-10.936839057157572,-37.050279936625664
465,465,737030.0,-10.934955147539933,-37.05061743253358
466,466,737030.0013888888,-10.93409164238836,-37.04991789788828
467,467,737030.0027777776,-10.934169589768095,-37.04970445795718
